,location,bath,price,total_sqft_float,bhk
491,Babusapalaya,2.0,58.0,1245.0,5.0
492,Badavala Nagar,2.0,94.55,1494.0,2.0
493,Badavala Nagar,2.0,81.0,1274.0,2.0
494,Badavala Nagar,3.0,115.0,1842.0,2.0
495,Badavala Nagar,2.0,94.55,1494.0,2.0
496,Badavala Nagar,2.0,81.0,1274.0,3.0
497,Badavala Nagar,2.0,94.55,1494.0,2.0
498,Badavala Nagar,3.0,115.0,1842.0,2.0
499,Badavala Nagar,3.0,115.0,1842.0,2.0
500,Balagere,2.0,80.9,1210.0,3.0
501,Balagere,2.0,78.5,1205.0,2.0
502,Balagere,1.0,41.9,790.5,2.0
503,Balagere,2.0,68.38,1020.07,3.0
504,Balagere,2.0,81.0,1205.47,3.0
505,Balagere,2.0,65.0,1007.0,3.0
506,Balagere,2.0,74.0,1210.0,2.0
507,Balagere,2.0,83.0,1210.0,3.0
508,Balagere,1.0,45.0,675.0,2.0
509,Balagere,1.0,43.0,656.0,3.0
510,Balagere,2.0,64.0,1012.0,3.0
511,Balagere,2.0,62.0,1007.0,2.0
512,Balagere,2.0,67.0,1007.0,2.0
513,Balagere,2.0,66.0,1007.0,3.0
514,Balagere,1.0,34.18,645.0,2.0
515,Balagere,2.0,53.0,1007.0,2.0
516,Balagere,1.0,38.77,656.0,2.0
517,Balagere,1.0,41.0,645.0,2.0
518,Balagere,2.0,82.0,1210.0,3.0
519,Balagere,2.0,73.87,1205.0,2.0
520,Balagere,2.0,70.0,1012.0,2.0
521,Balagere,2.0,68.0,1007.0,2.0
522,Balagere,2.0,67.0,1205.0,2.0
523,Balagere,2.0,79.0,1205.0,2.0
524,Balagere,2.0,68.0,1012.0,3.0
525,Banashankari,2.0,42.0,1200.0,2.0
526,Banashankari,2.0,37.64,1077.0,2.0
527,Banashankari,2.0,88.64,1470.0,2.0
528,Banashankari,2.0,75.0,1300.0,3.0
529,Banashankari,3.0,115.0,1800.0,2.0
530,Banashankari,2.0,63.0,1125.0,2.0
531,Banashankari,2.0,80.0,1310.0,2.0
532,Banashankari,2.0,170.0,1900.0,3.0
533,Banashankari,2.0,75.0,1260.0,1.0
534,Banashankari,2.0,46.79,1170.0,2.0
535,Banashankari,4.0,95.0,2500.0,2.0
536,Banashankari,2.0,83.0,1350.0,2.0
537,Banashankari,2.0,78.0,1330.0,2.0
538,Banashankari,2.0,78.0,1400.0,2.0
539,Banashankari,3.0,125.0,1700.0,1.0
540,Banashankari,1.0,200.0,2400.0,3.0
541,Banashankari,2.0,86.0,1390.0,3.0
542,Banashankari,2.0,70.0,1460.0,2.0
543,Banashankari,2.0,60.0,1200.0,2.0
544,Banashankari,2.0,80.0,1290.0,2.0
545,Banashankari,5.0,250.0,2582.0,2.0
546,Banashankari,2.0,65.0,1186.0,3.0
547,Banashankari,3.0,101.0,1650.0,2.0
548,Banashankari,2.0,75.0,1181.0,3.0
549,Banashankari,2.0,90.0,1105.0,2.0
550,Banashankari,1.0,60.0,720.0,4.0
551,Banashankari,2.0,45.0,1040.0,2.0
552,Banashankari,2.0,77.0,1330.0,2.0
553,Banashankari,2.0,67.0,1185.0,1.0
554,Banashankari,3.0,90.75,1650.0,3.0
555,Banashankari,3.0,101.0,1650.0,2.0
556,Banashankari,2.0,42.83,1020.0,2.0
557,Banashankari,2.0,48.02,1372.0,2.0
558,Banashankari,3.0,80.0,1540.0,2.0
559,Banashankari,2.0,35.84,1195.0,2.0
560,Banashankari,3.0,115.0,1683.0,2.0
561,Banashankari,3.0,125.0,1800.0,2.0
562,Banashankari,2.0,41.13,1175.0,2.0
563,Banashankari,2.0,89.0,1750.0,2.0
564,Banashankari,3.0,175.0,1800.0,2.0
565,Banashankari,2.0,50.75,1450.0,2.0
566,Banashankari,3.0,108.0,1770.0,2.0
567,Banashankari,3.0,125.0,1800.0,3.0
568,Banashankari,2.0,42.0,1200.0,2.0
569,Banashankari,3.0,205.0,1886.0,3.0
570,Banashankari,3.0,74.52,1200.0,3.0
571,Banashankari,2.0,63.0,1100.0,2.0
572,Banashankari,2.0,40.79,1020.0,2.0
573,Banashankari,2.0,109.0,1040.0,3.0
574,Banashankari,2.0,53.6,1340.0,2.0
575,Banashankari,3.0,85.0,1426.0,3.0
576,Banashankari Stage II,2.0,150.0,1700.0,2.0
577,Banashankari Stage II,2.0,150.0,1200.0,4.0
578,Banashankari Stage II,3.0,510.0,2400.0,3.0
579,Banashankari Stage II,2.0,59.52,1240.0,2.0
580,Banashankari Stage II,2.0,110.0,1250.0,2.0
581,Banashankari Stage II,2.0,95.0,1260.0,2.0
582,Banashankari Stage II,2.0,300.0,2400.0,2.0
583,Banashankari Stage II,2.0,100.0,1400.0,2.0
584,Banashankari Stage II,3.0,425.0,2800.0,2.0
585,Banashankari Stage II,3.0,450.0,3000.0,3.0
586,Banashankari Stage II,2.0,198.0,1200.0,3.0
587,Banashankari Stage II,2.0,125.0,1245.0,2.0
588,Banashankari Stage III,2.0,58.7,1305.0,2.0
589,Banashankari Stage III,2.0,58.4,1145.0,2.0
590,Banashankari Stage III,4.0,240.0,2400.0,2.0
591,Banashankari Stage III,2.0,59.0,1305.0,2.0
592,Banashankari Stage III,2.0,60.0,1305.0,2.0
593,Banashankari Stage III,2.0,59.0,1305.0,2.0
594,Banashankari Stage III,2.0,111.0,1304.0,2.0
595,Banashankari Stage III,3.0,147.0,1050.0,2.0
596,Banashankari Stage III,2.0,120.0,1000.0,2.0
597,Banashankari Stage III,2.0,50.0,1085.0,2.0
598,Banashankari Stage III,1.0,145.0,1350.0,2.0
599,Banashankari Stage V,2.0,58.5,1300.0,3.0
600,Banashankari Stage V,2.0,49.0,1305.0,3.0
601,Banashankari Stage V,2.0,35.77,1035.0,2.0
602,Banashankari Stage V,2.0,61.0,1355.0,2.0
603,Banashankari Stage V,3.0,47.57,1510.0,2.0
604,Banashankari Stage V,3.0,51.35,1630.0,1.0
605,Banashankari Stage V,3.0,47.57,1510.0,2.0
606,Banashankari Stage V,2.0,49.0,1315.0,5.0
607,Banashankari Stage V,3.0,48.51,1540.0,2.0
608,Banashankari Stage V,2.0,41.5,920.0,2.0
609,Banashankari Stage VI,2.0,59.935,1177.5,2.0
610,Banashankari Stage VI,4.0,190.0,4800.0,1.0
611,Banashankari Stage VI,4.0,195.0,2200.0,3.0
612,Banashankari Stage VI,2.0,59.0,1160.0,2.0
613,Banashankari Stage VI,2.0,59.47,1180.0,3.0
614,Banashankari Stage VI,2.0,71.73,1423.0,3.0
615,Banashankari Stage VI,3.0,69.46,1392.0,2.0
616,Banashankari Stage VI,2.0,70.385,1410.5,3.0
617,Banashankari Stage VI,3.0,200.0,4800.0,3.0
618,Banaswadi,2.0,53.0,1184.0,1.0
619,Banaswadi,2.0,55.0,1145.0,2.0
620,Banaswadi,2.0,60.0,1250.0,2.0
621,Banaswadi,2.0,73.0,1365.0,2.0
622,Banaswadi,2.0,80.0,1222.0,3.0
623,Banaswadi,2.0,38.0,870.0,2.0
624,Banaswadi,2.0,60.0,1200.0,4.0
625,Banaswadi,3.0,74.5,1600.0,3.0
626,Banaswadi,2.0,73.0,1340.0,4.0
627,Banaswadi,2.0,52.0,1008.0,4.0
628,Banaswadi,2.0,57.0,1105.0,2.0
629,Banjara Layout,5.0,96.0,1200.0,3.0
630,Banjara Layout,2.0,70.0,1200.0,4.0
631,Banjara Layout,2.0,64.8,1050.0,3.0
632,Banjara Layout,3.0,59.5,753.0,2.0
633,Banjara Layout,3.0,79.0,900.0,2.0
634,Banjara Layout,4.0,140.0,2500.0,2.0
635,Banjara Layout,4.0,105.0,1200.0,2.0
636,Bannerghatta,4.0,50.0,810.0,2.0
637,Bannerghatta,4.0,195.0,2370.0,2.0
638,Bannerghatta,2.0,66.0,1100.0,2.0
639,Bannerghatta,2.0,70.0,1113.0,2.0
640,Bannerghatta,2.0,73.2,1200.0,2.0
641,Bannerghatta,2.0,87.0,1070.0,2.0
642,Bannerghatta,4.0,45.0,940.0,2.0
643,Bannerghatta,3.0,124.0,1776.0,3.0
644,Bannerghatta Road,2.0,65.0,1050.0,3.0
645,Bannerghatta Road,2.0,66.0,1170.0,2.0
646,Bannerghatta Road,1.0,33.32,595.0,2.0
647,Bannerghatta Road,3.0,95.0,1445.0,1.0
648,Bannerghatta Road,2.0,120.0,1640.0,2.0
649,Bannerghatta Road,2.0,90.0,1460.0,3.0
650,Bannerghatta Road,2.0,59.13,1556.0,2.0
651,Bannerghatta Road,2.0,66.02,1179.0,4.0
652,Bannerghatta Road,2.0,45.0,793.0,2.0
653,Bannerghatta Road,2.0,78.0,1400.0,3.0
654,Bannerghatta Road,5.0,158.0,2700.0,2.0
655,Bannerghatta Road,2.0,50.0,1215.0,2.0
656,Bannerghatta Road,3.0,100.0,1654.0,3.0
657,Bannerghatta Road,2.0,55.0,1181.0,2.0
658,Bannerghatta Road,2.0,72.0,1460.0,2.0
659,Bannerghatta Road,2.0,75.0,1200.0,2.0
660,Bannerghatta Road,1.0,31.83,595.0,4.0
661,Bannerghatta Road,2.0,65.26,1255.0,2.0
662,Bannerghatta Road,3.0,82.0,1550.0,2.0
663,Bannerghatta Road,2.0,75.0,1550.0,2.0
664,Bannerghatta Road,2.0,55.0,912.0,3.0
665,Bannerghatta Road,2.0,73.0,1218.0,3.0
666,Bannerghatta Road,2.0,65.12,1115.0,3.0
667,Bannerghatta Road,3.0,95.0,1600.0,3.0
668,Bannerghatta Road,2.0,70.0,1260.0,3.0
669,Bannerghatta Road,2.0,65.0,1150.0,2.0
670,Bannerghatta Road,2.0,80.0,1220.0,2.0
671,Bannerghatta Road,2.0,78.0,1130.0,5.0
672,Bannerghatta Road,3.0,83.22,1486.0,2.0
673,Bannerghatta Road,2.0,61.0,1115.0,3.0
674,Bannerghatta Road,2.0,69.0,1200.0,3.0
675,Bannerghatta Road,2.0,76.0,1465.0,1.0
676,Bannerghatta Road,2.0,67.73,1302.5,2.0
677,Bannerghatta Road,2.0,65.0,1200.0,3.0
678,Bannerghatta Road,2.0,65.0,1240.0,2.0
679,Bannerghatta Road,3.0,84.29,1532.5,3.0
680,Bannerghatta Road,2.0,69.0,1268.0,3.0
681,Bannerghatta Road,2.0,87.0,1450.0,3.0
682,Bannerghatta Road,2.0,75.0,1625.0,2.0
683,Bannerghatta Road,2.0,58.0,960.0,4.0
684,Bannerghatta Road,2.0,73.0,1275.0,3.0
685,Bannerghatta Road,2.0,71.0,1240.0,3.0
686,Bannerghatta Road,2.0,68.0,1215.0,3.0
687,Bannerghatta Road,2.0,68.0,1215.0,2.0
688,Bannerghatta Road,3.0,115.0,1894.0,5.0
689,Bannerghatta Road,1.0,35.0,630.0,4.0
690,Bannerghatta Road,2.0,68.0,1215.0,1.0
691,Bannerghatta Road,3.0,76.18,1365.0,4.0
692,Bannerghatta Road,2.0,78.0,1115.0,2.0
693,Bannerghatta Road,3.0,79.465,1532.5,2.0
694,Bannerghatta Road,3.0,60.0,1535.0,1.0
695,Bannerghatta Road,3.0,90.0,1655.0,1.0
696,Bannerghatta Road,3.0,94.0,1650.0,2.0
697,Bannerghatta Road,2.0,65.0,905.0,3.0
698,Bannerghatta Road,3.0,120.0,2185.0,3.0
699,Bannerghatta Road,2.0,45.0,1012.0,2.0
700,Bannerghatta Road,3.0,85.0,1725.0,2.0
701,Bannerghatta Road,2.0,80.0,1460.0,2.0
702,Bannerghatta Road,2.0,85.0,1340.0,2.0
703,Bannerghatta Road,3.0,125.0,1711.0,4.0
704,Bannerghatta Road,2.0,81.0,1520.0,3.0
705,Bannerghatta Road,3.0,148.0,2826.0,2.0
706,Bannerghatta Road,2.0,61.0,1115.0,2.0
707,Bannerghatta Road,2.0,47.0,1154.0,2.0
708,Bannerghatta Road,2.0,48.0,1250.0,2.0
709,Bannerghatta Road,3.0,105.0,1640.0,3.0
710,Bannerghatta Road,2.0,44.0,1012.0,2.0
711,Bannerghatta Road,3.0,96.5,1880.0,2.0
712,Bannerghatta Road,3.0,96.0,1550.0,2.0
713,Bannerghatta Road,2.0,78.0,1200.0,2.0
714,Bannerghatta Road,3.0,125.0,1885.0,3.0
715,Bannerghatta Road,2.0,73.0,1453.0,2.0
716,Bannerghatta Road,2.0,78.0,1450.0,3.0
717,Bannerghatta Road,1.0,31.2,700.0,2.0
718,Bannerghatta Road,3.0,68.0,1630.0,2.0
719,Bannerghatta Road,2.0,58.0,905.0,3.0
720,Bannerghatta Road,3.0,122.0,1920.0,3.0
721,Bannerghatta Road,2.0,80.0,1520.0,2.0
722,Bannerghatta Road,2.0,73.0,1270.0,3.0
723,Bannerghatta Road,3.0,120.0,1846.0,2.0
724,Bannerghatta Road,2.0,61.74,1122.5,4.0
725,Bannerghatta Road,3.0,95.0,1655.0,2.0
726,Bannerghatta Road,2.0,53.0,1206.0,2.0
727,Bannerghatta Road,2.0,65.0,1215.0,3.0
728,Bannerghatta Road,2.0,110.0,1510.0,4.0
729,Bannerghatta Road,2.0,85.0,1470.0,2.0
730,Bannerghatta Road,2.0,45.0,1160.0,2.0
731,Bannerghatta Road,2.0,57.0,970.0,3.0
732,Basavangudi,2.0,162.0,2200.0,4.0
733,Basavangudi,4.0,292.0,2337.0,2.0
734,Basavangudi,3.0,300.0,2350.0,2.0
735,Basavangudi,2.0,143.0,1500.0,3.0
736,Basavangudi,1.0,97.5,600.0,3.0
737,Basavangudi,3.0,265.0,2150.0,2.0
738,Basavangudi,2.0,105.0,1036.0,2.0
739,Basavangudi,4.0,150.0,2500.0,2.0
740,Basavangudi,4.0,260.0,2600.0,5.0
741,Basavangudi,2.0,160.0,1600.0,1.0
742,Basavangudi,2.0,145.0,1560.0,2.0
743,Basavangudi,3.0,195.0,1800.0,1.0
744,Basavangudi,2.0,93.0,1100.0,2.0
745,Basavangudi,3.0,120.0,1542.14,2.0
746,Basavangudi,2.0,103.0,1050.0,3.0
747,Basavangudi,2.0,130.0,1350.0,2.0
748,Basavangudi,3.0,140.0,1485.0,3.0
749,Basavangudi,2.0,124.0,1180.0,2.0
750,Basavangudi,3.0,130.0,1600.0,2.0
751,Basavangudi,2.0,120.0,1200.0,2.0
752,Basavangudi,3.0,150.0,1850.0,2.0
753,Basavangudi,2.0,80.0,1230.0,2.0
754,Basavangudi,3.0,300.0,2350.0,4.0
755,Basavangudi,3.0,250.0,2453.0,2.0
756,Basavangudi,3.0,125.0,1650.0,2.0
757,Basaveshwara Nagar,5.0,415.0,4500.0,2.0
758,Basaveshwara Nagar,3.0,145.0,1865.0,3.0
759,Basaveshwara Nagar,2.0,90.0,1200.0,2.0
760,Basaveshwara Nagar,4.0,310.0,2400.0,2.0
761,Basaveshwara Nagar,4.0,378.0,2520.0,3.0
762,Basaveshwara Nagar,3.0,150.0,1900.0,3.0
763,Basaveshwara Nagar,2.0,85.0,1200.0,4.0
764,Basaveshwara Nagar,3.0,180.0,1200.0,4.0
765,Basaveshwara Nagar,3.0,190.0,1200.0,4.0
766,Battarahalli,2.0,65.0,1200.0,2.0
767,Battarahalli,3.0,89.61,1779.0,4.0
768,Battarahalli,2.0,50.0,1300.0,2.0
769,Battarahalli,3.0,97.42,1945.0,4.0
770,Battarahalli,3.0,100.0,1777.0,3.0
771,Battarahalli,2.0,43.0,1135.0,5.0
772,Battarahalli,2.0,45.0,1276.0,2.0
773,Battarahalli,3.0,94.36,1880.0,3.0
774,Battarahalli,2.0,62.0,1071.0,2.0
775,Battarahalli,2.0,82.89,1636.0,2.0
776,Battarahalli,3.0,90.0,1779.0,5.0
777,Battarahalli,3.0,65.0,1516.0,4.0
778,Battarahalli,2.0,38.37,1090.0,4.0
779,Battarahalli,3.0,104.0,2082.0,3.0
780,Battarahalli,2.0,102.0,1590.0,2.0
781,Battarahalli,3.0,103.0,2024.0,2.0
782,Battarahalli,2.0,49.0,1097.0,2.0
783,Begur,4.0,65.0,1664.0,2.0
784,Begur,2.0,59.0,1419.0,2.0
785,Begur,3.0,75.0,1580.0,3.0
786,Begur,2.0,47.1,1445.0,2.0
787,Begur,2.0,74.0,1475.0,2.0
788,Begur,4.0,185.0,3500.0,3.0
789,Begur,2.0,55.0,1100.0,3.0
790,Begur,2.0,65.0,1306.0,3.0
791,Begur,3.0,65.0,1304.0,2.0
792,Begur,2.0,40.0,815.0,2.0
793,Begur,2.0,70.0,1443.0,3.0
794,Begur Road,2.0,44.0,1200.0,2.0
795,Begur Road,2.0,46.8,1200.0,4.0
796,Begur Road,2.0,44.0,1160.0,2.0
797,Begur Road,2.0,54.0,1500.0,1.0
798,Begur Road,3.0,59.76,1615.0,2.0
799,Begur Road,2.0,53.0,1410.0,1.0
800,Begur Road,2.0,46.62,1260.0,2.0
801,Begur Road,3.0,83.33,1634.0,2.0
802,Begur Road,2.0,70.0,1500.0,3.0
803,Begur Road,2.0,42.0,1160.0,1.0
804,Begur Road,2.0,55.0,1500.0,2.0
805,Begur Road,2.0,52.17,1410.0,2.0
806,Begur Road,3.0,74.4,1583.0,3.0
807,Begur Road,2.0,46.0,1170.0,3.0
808,Begur Road,4.0,124.0,2462.0,2.0
809,Begur Road,2.0,42.92,1160.0,2.0
810,Begur Road,2.0,35.52,1225.0,1.0
811,Begur Road,3.0,98.0,1933.0,2.0
812,Begur Road,2.0,71.5,1444.0,2.0
813,Begur Road,2.0,44.4,1200.0,1.0
814,Begur Road,2.0,42.0,952.0,1.0
815,Begur Road,2.0,42.0,1200.0,1.0
816,Begur Road,2.0,45.88,1240.0,2.0
817,Begur Road,3.0,50.0,1200.0,2.0
818,Begur Road,2.0,44.0,1200.0,2.0
819,Begur Road,2.0,42.6,1100.0,2.0
820,Begur Road,2.0,44.4,1200.0,2.0
821,Begur Road,1.0,32.0,644.0,3.0
822,Begur Road,2.0,64.0,1241.0,4.0
823,Begur Road,3.0,95.23,1583.0,3.0
824,Begur Road,2.0,54.99,1410.0,2.0
825,Bellandur,3.0,103.0,1767.0,1.0
826,Bellandur,2.0,66.0,1205.0,2.0
827,Bellandur,2.0,76.0,1250.0,2.0
828,Bellandur,2.0,50.0,1000.0,1.0
829,Bellandur,2.0,74.0,1281.0,2.0
830,Bellandur,2.0,40.0,921.0,2.0
831,Bellandur,4.0,109.0,2025.0,2.0
832,Bellandur,2.0,98.0,1490.0,2.0
833,Bellandur,3.0,85.0,1605.0,3.0
834,Bellandur,2.0,82.0,1299.0,3.0
835,Bellandur,2.0,56.0,900.0,2.0
836,Bellandur,2.0,79.0,1350.0,2.0
837,Bellandur,2.0,57.0,1286.0,2.0
838,Bellandur,2.0,85.0,1457.0,2.0
839,Bellandur,2.0,72.0,1050.0,2.0
840,Bellandur,4.0,260.0,3600.0,3.0
841,Bellandur,2.0,72.0,1310.0,2.0
842,Bellandur,3.0,118.0,1785.0,3.0
843,Bellandur,2.0,60.0,1051.0,2.0
844,Bellandur,3.0,68.0,1450.0,2.0
845,Bellandur,2.0,65.0,1060.0,2.0
846,Bellandur,2.0,62.0,1100.0,2.0
847,Bellandur,3.0,100.0,1685.0,3.0
848,Bellandur,2.0,55.0,982.0,2.0
849,Bellandur,2.0,65.0,1325.0,2.0
850,Bellandur,2.0,87.0,1281.0,3.0
851,Bellandur,3.0,85.0,2000.0,2.0
852,Bellandur,2.0,52.0,1200.0,2.0
853,Bellandur,3.0,120.0,1785.0,3.0
854,Bellandur,2.0,48.0,1088.0,2.0
855,Bellandur,2.0,85.0,1310.0,3.0
856,Bellandur,3.0,90.0,1465.0,5.0
857,Bellandur,3.0,109.0,1767.0,2.0
858,Bellandur,2.0,46.79,1170.0,2.0
859,Bellandur,2.0,69.44,1150.0,1.0
860,Bellandur,3.0,92.0,1410.0,3.0
861,Bellandur,4.0,112.0,2500.0,2.0
862,Bellandur,3.0,101.0,1685.0,2.0
863,Bellandur,3.0,105.0,1735.0,3.0
864,Bellandur,3.0,115.0,1685.0,4.0
865,Bellandur,3.0,135.0,1846.0,3.0
866,Bellandur,2.0,51.0,1049.0,2.0
867,Bellandur,2.0,63.0,1211.0,1.0
868,Bellandur,3.0,110.0,1717.0,2.0
869,Bellandur,3.0,62.0,1420.0,2.0
870,Bellandur,2.0,47.39,1185.0,2.0
871,Bellandur,2.0,62.0,1200.0,2.0
872,Bellandur,3.0,89.0,1767.0,2.0
873,Bellandur,3.0,89.0,1830.0,2.0
874,Bellandur,2.0,48.0,960.0,2.0
875,Bellandur,2.0,116.0,1690.0,3.0
876,Bellandur,2.0,45.0,850.0,2.0
877,Bellandur,2.0,90.0,1454.0,4.0
878,Bellandur,2.0,52.0,1195.0,2.0
879,Bellandur,3.0,89.89,1830.0,2.0
880,Bellandur,2.0,83.5,1260.0,4.0
881,Bellandur,2.0,75.0,1047.0,1.0
882,Benson Town,4.0,470.0,2850.0,3.0
883,Benson Town,2.0,120.0,1300.0,3.0
884,Benson Town,3.0,140.0,1567.0,5.0
885,Benson Town,2.0,270.0,1688.12,2.0
886,Benson Town,3.0,280.0,1805.0,2.0
887,Benson Town,2.0,280.0,1688.0,2.0
888,Bharathi Nagar,2.0,68.0,1322.0,3.0
889,Bharathi Nagar,2.0,70.0,1351.0,2.0
890,Bharathi Nagar,2.0,59.0,1384.0,4.0
891,Bharathi Nagar,2.0,74.0,1351.0,3.0
892,Bharathi Nagar,2.0,68.0,1432.0,3.0
893,Bharathi Nagar,3.0,69.89,1664.0,2.0
894,Bharathi Nagar,2.0,56.7,1349.0,3.0
895,Bharathi Nagar,2.0,69.0,1328.0,2.0
896,Bharathi Nagar,2.0,55.86,1300.0,2.0
897,Bhoganhalli,3.0,99.0,1670.0,2.0
898,Bhoganhalli,4.0,111.0,2119.0,2.0
899,Bhoganhalli,3.0,90.2,1718.0,2.0
900,Bhoganhalli,2.0,75.97,1444.0,2.0
901,Bhoganhalli,2.0,75.97,1447.0,5.0
902,Bhoganhalli,3.0,126.0,1700.0,3.0
903,Bhoganhalli,2.0,75.97,1447.0,2.0
904,Bhoganhalli,3.0,84.53,1610.0,2.0
905,Bhoganhalli,4.0,106.0,1974.0,2.0
906,Bhoganhalli,3.0,127.0,1760.0,2.0
907,Bhoganhalli,4.0,111.0,2119.0,2.0
908,Bhoganhalli,3.0,129.0,1949.0,2.0
909,Bhoganhalli,3.0,128.0,1760.0,2.0
910,Bhoganhalli,4.0,185.0,2439.0,2.0
911,Bhoganhalli,4.0,111.0,2119.0,2.0
912,Bhoganhalli,3.0,78.45,1458.0,2.0
913,Bhoganhalli,2.0,64.47,1205.0,2.0
914,Bhoganhalli,5.0,170.0,2439.0,3.0
915,Bhoganhalli,4.0,111.0,2119.0,1.0
916,Bhoganhalli,4.0,170.0,2439.0,2.0
917,Bhoganhalli,3.0,115.0,1707.0,3.0
918,Bhoganhalli,3.0,84.53,1610.0,2.0
919,Bhoganhalli,2.0,52.5,970.0,2.0
920,Bhoganhalli,4.0,111.0,2119.0,1.0
921,Bhoganhalli,3.0,120.0,1703.0,1.0
922,Billekahalli,3.0,110.0,1935.0,2.0
923,Billekahalli,2.0,62.0,1125.0,2.0
924,Billekahalli,3.0,88.0,1650.0,4.0
925,Billekahalli,2.0,52.0,1090.0,3.0
926,Billekahalli,2.0,62.0,1112.0,2.0
927,Billekahalli,3.0,150.0,2400.0,4.0
928,Billekahalli,2.0,58.11,950.0,3.0
929,Billekahalli,2.0,110.0,1360.0,2.0
930,Billekahalli,2.0,56.0,950.0,3.0
931,Billekahalli,3.0,62.0,1290.0,2.0
932,Billekahalli,3.0,134.0,1805.0,1.0
933,Binny Pete,1.0,50.75,665.0,4.0
934,Binny Pete,5.0,234.0,2465.0,3.0
935,Binny Pete,1.0,54.0,660.0,2.0
936,Binny Pete,1.0,62.0,660.0,2.0
937,Binny Pete,2.0,122.0,1365.0,3.0
938,Binny Pete,3.0,139.0,1795.0,2.0
939,Binny Pete,3.0,150.0,1740.0,2.0
940,Binny Pete,3.0,164.0,1970.0,2.0
941,Binny Pete,3.0,147.0,1516.0,3.0
942,Bisuvanahalli,3.0,48.0,1180.0,2.0
943,Bisuvanahalli,2.0,35.0,1075.0,2.0
944,Bisuvanahalli,2.0,46.0,1075.0,3.0
945,Bisuvanahalli,2.0,36.0,1075.0,2.0
946,Bisuvanahalli,2.0,37.0,1075.0,2.0
947,Bisuvanahalli,2.0,45.0,1075.0,2.0
948,Bisuvanahalli,2.0,33.0,845.0,2.0
949,Bisuvanahalli,2.0,45.0,1075.0,3.0
950,Bisuvanahalli,2.0,37.0,845.0,2.0
951,Bisuvanahalli,2.0,29.0,845.0,2.0
952,Bisuvanahalli,2.0,47.0,1075.0,2.0
953,Bisuvanahalli,1.0,32.0,850.0,2.0
954,Bisuvanahalli,2.0,50.0,1075.0,3.0
955,Bisuvanahalli,2.0,52.0,1075.0,2.0
956,Bisuvanahalli,2.0,37.0,845.0,4.0
957,Bisuvanahalli,2.0,43.0,1075.0,2.0
958,Bisuvanahalli,1.0,32.0,700.0,2.0
959,Bisuvanahalli,2.0,52.0,1075.0,3.0
960,Bisuvanahalli,2.0,50.0,1075.0,3.0
961,Bisuvanahalli,2.0,41.0,1075.0,1.0
962,Bisuvanahalli,2.0,33.0,845.0,2.0
963,Bisuvanahalli,2.0,33.0,945.0,2.0
964,Bisuvanahalli,2.0,30.0,845.0,2.0
965,Bisuvanahalli,2.0,41.0,1200.0,2.0
966,Bisuvanahalli,2.0,40.0,873.0,3.0
967,Bisuvanahalli,2.0,45.0,1080.0,4.0
968,Bisuvanahalli,2.0,55.5,1180.0,2.0
969,Bisuvanahalli,2.0,47.0,1075.0,2.0
970,Bisuvanahalli,2.0,48.0,1075.0,3.0
971,Bisuvanahalli,2.0,45.0,1075.0,2.0
972,Bisuvanahalli,2.0,44.0,1075.0,3.0
973,Bisuvanahalli,2.0,41.49,1075.0,2.0
974,Bisuvanahalli,2.0,34.0,845.0,3.0
975,Bommanahalli,2.0,40.0,1200.0,4.0
976,Bommanahalli,3.0,96.0,1730.0,2.0
977,Bommanahalli,1.0,19.5,520.0,2.0
978,Bommanahalli,1.0,25.0,515.0,2.0
979,Bommanahalli,3.0,44.0,1090.0,2.0
980,Bommanahalli,2.0,42.5,1250.0,2.0
981,Bommanahalli,3.0,59.0,1375.0,2.0
982,Bommanahalli,2.0,53.0,957.0,4.0
983,Bommanahalli,2.0,45.0,910.0,2.0
984,Bommanahalli,2.0,46.0,1050.0,2.0
985,Bommanahalli,2.0,73.0,1290.0,2.0
986,Bommanahalli,1.0,55.0,1100.0,3.0
987,Bommanahalli,3.0,45.0,1300.0,2.0
988,Bommanahalli,2.0,72.0,1350.0,4.0
989,Bommanahalli,4.0,85.0,2100.0,1.0
990,Bommanahalli,2.0,55.0,1020.0,2.0
991,Bommanahalli,3.0,41.0,1250.0,2.0
992,Bommanahalli,2.0,85.0,1416.0,2.0
993,Bommanahalli,2.0,40.0,1091.0,2.0
994,Bommanahalli,2.0,73.17,1355.0,2.0
995,Bommanahalli,2.0,53.0,1160.0,1.0
996,Bommanahalli,2.0,54.0,1050.0,4.0
997,Bommasandra,3.0,49.36,1260.0,2.0
998,Bommasandra,2.0,28.15,1126.0,5.0
999,Bommasandra,2.0,41.0,1035.0,2.0
1000,Bommasandra,2.0,41.73,1035.0,2.0
1001,Bommasandra,2.0,40.0,1034.0,2.0
1002,Bommasandra,2.0,30.0,877.0,2.0
1003,Bommasandra,3.0,80.0,1447.0,3.0
1004,Bommasandra,2.0,37.46,920.0,3.0
1005,Bommasandra,2.0,41.43,1035.0,3.0
1006,Bommasandra,2.0,49.0,902.0,2.0
1007,Bommasandra,2.0,40.0,1015.0,2.0
1008,Bommasandra,2.0,35.28,955.0,2.0
1009,Bommasandra,2.0,40.89,1020.0,2.0
1010,Bommasandra,2.0,37.2,920.0,3.0
1011,Bommasandra,1.0,32.0,800.0,2.0
1012,Bommasandra,2.0,45.0,1127.0,2.0
